gene,in_degree,out_degree,total_degree
CD151,3,0,3
CD27,3,0,3
CD274,3,0,3
CD276,3,0,3
CD2AP,3,0,3
CD46,3,0,3
CD47,3,0,3
CD59,3,0,3
CD7,3,0,3
CD82,3,0,3
CD9,3,0,3
CD93,3,0,3
CD99L2,3,0,3
CDAN1,3,0,3
CDC123,3,0,3
CDC14A,3,0,3
CDC14B,3,0,3
CDC20,3,0,3
CDC20B,3,23,26
CDC23,3,0,3
CDC25A,3,0,3
CDC25B,3,0,3
CDC25C,3,0,3
CDC26,3,0,3
CDC27,3,0,3
CDC34,3,0,3
CDC42BPA,3,0,3
CDC42BPB,3,0,3
CDC42BPG,3,0,3
CDC42EP1,3,47,50
CDC42EP3,3,0,3
CDC6,3,0,3
CDCA3,3,0,3
CDCA4,3,0,3
CDCA5,3,0,3
CDCA7L,3,0,3
CDCA8,3,0,3
CDCP1,3,0,3
CDCP2,3,0,3
CDH11,3,0,3
CDH2,3,0,3
CDH22,3,0,3
CDH24,3,0,3
CDH4,3,0,3
CDHR2,3,0,3
CDIP1,3,0,3
CDK1,3,0,3
CDK10,3,0,3
CDK11A,3,0,3
CDK11B,3,0,3
CDK12,3,0,3
CDK13,3,0,3
CDK14,3,0,3
CDK16,3,0,3
CDK17,3,0,3
CDK18,3,0,3
CDK19,3,0,3
CDK20,3,0,3
CDK2AP2,3,0,3
CDK4,3,0,3
CDK5R1,3,0,3
CDK5RAP2,3,0,3
CDK6,3,0,3
CDK8,3,0,3
CDK9,3,0,3
CDKL1,3,0,3
CDKL3,3,0,3
CDKL5,3,0,3
CDKN2AIPNL,3,0,3
CDKN2B,3,0,3
CDKN2D,3,0,3
CDKN3,3,0,3
CDNF,3,0,3
CDPF1,3,0,3
CDR2,3,0,3
CDS2,3,0,3
CDSN,3,7,10
CDT1,3,0,3
CDV3,3,60,63
CDYL,3,0,3
CDYL2,3,0,3
CEACAM20,3,0,3
CEBPB,3,0,3
CEBPD,3,0,3
CEBPG,3,0,3
CECR2,3,0,3
CELF1,3,0,3
CELF5,3,0,3
CELF6,3,0,3
CELSR1,3,0,3
CELSR3,3,0,3
CEMIP,3,0,3
CEMP1,3,0,3
CENPB,3,0,3
CENPBD2P,3,0,3
CENPF,3,0,3
CENPJ,3,0,3
CENPK,3,0,3
CENPL,3,0,3
CENPM,3,0,3
CENPN,3,0,3
CENPO,3,0,3
CENPT,3,0,3
CENPU,3,0,3
CENPV,3,0,3
CEP104,3,0,3
CEP131,3,0,3
CEP135,3,0,3
CEP152,3,0,3
CEP162,3,0,3
CEP170,3,0,3
CEP170B,3,0,3
CEP19,3,0,3
CEP192,3,0,3
CEP250,3,0,3
CEP295NL,3,0,3
CEP44,3,0,3
CEP55,3,0,3
CEP57L1,3,0,3
CEP63,3,0,3
CEP68,3,0,3
CEP70,3,0,3
CEP72,3,0,3
CEP76,3,0,3
CEP89,3,0,3
CEP95,3,0,3
CEP97,3,0,3
CERCAM,3,0,3
CERK,3,0,3
CERS2,3,0,3
CERS3,3,4,7
CERS4,3,0,3
CERS5,3,0,3
CERS6,3,0,3
CES1P1,3,2,5
CES2,3,0,3
CETN1,3,0,3
CETN2,3,0,3
CETN3,3,85,88
CFAP20,3,0,3
CFAP43,3,0,3
CFAP44,3,0,3
CFAP46,3,0,3
CFAP58,3,0,3
CFAP69,3,0,3
CFAP74,3,0,3
CFAP99,3,0,3
CFB,3,0,3
CFDP1,3,0,3
CFL1,3,0,3
CFL2,3,0,3
CFLAR,3,0,3
CFTR,3,14,17
CGNL1,3,0,3
CGREF1,3,0,3
CGRRF1,3,0,3
CH25H,3,0,3
CHAC1,3,0,3
CHAD,3,0,3
CHAF1B,3,0,3
CHAMP1,3,0,3
CHAT,3,0,3
CHCHD10,3,0,3
CHCHD2,3,0,3
CHCHD3,3,0,3
CHCHD6,3,0,3
CHCHD7,3,0,3
CHD1L,3,0,3
CHD4,3,0,3
CHD8,3,0,3
CHD9,3,0,3
CHDH,3,0,3
CHEK1,3,0,3
CHEK2,3,0,3
CHEK2P2,3,0,3
CHERP,3,0,3
CHFR,3,0,3
CHIC2,3,0,3
CHKA,3,0,3
CHKB,3,0,3
CHMP1A,3,117,120
CHMP1B,3,56,59
CHMP2A,3,41,44
CHMP2B,3,0,3
CHMP5,3,148,151
CHMP6,3,0,3
CHN1,3,0,3
CHP1,3,0,3
CHPF,3,0,3
CHPF2,3,0,3
CHPT1,3,0,3
CHRD,3,0,3
CHRDL2,3,0,3
CHRNA4,3,0,3
CHRNA5,3,0,3
CHRNA7,3,0,3
CHRNB2,3,0,3
CHRND,3,0,3
CHST10,3,0,3
CHST11,3,0,3
CHST12,3,0,3
CHST14,3,0,3
CHST15,3,0,3
CHST2,3,0,3
CHST3,3,0,3
CHSY3,3,0,3
CHTF18,3,0,3
CHTF8,3,0,3
CIAO1,3,0,3
CIAPIN1,3,0,3
CIART,3,0,3
CIB1,3,0,3
CIB2,3,0,3
CIC,3,0,3
CIDEA,3,0,3
CIDEB,3,0,3
CINP,3,0,3
CIPC,3,0,3
CISD1,3,0,3
CISH,3,0,3
CITED2,3,0,3
CIZ1,3,6,9
CKAP2L,3,0,3
CKAP4,3,0,3
CKB,3,0,3
CKM,3,14,17
CKS1B,3,0,3
CLASP1,3,0,3
CLASRP,3,19,22
CLCN3,3,0,3
CLCN4,3,0,3
CLCN6,3,0,3
CLDN1,3,0,3
CLDN11,3,0,3
CLDN14,3,0,3
CLDN18,3,0,3
CLDN23,3,0,3
CLDN6,3,0,3
CLDN9,3,8,11
CLDND1,3,0,3
CLEC11A,3,0,3
CLEC14A,3,0,3
CLHC1,3,0,3
CLIC1,3,0,3
CLIC3,3,0,3
CLIC4,3,0,3
CLIC5,3,0,3
CLIC6,3,0,3
CLINT1,3,74,77
CLIP1,3,0,3
CLIP2,3,0,3
CLIP4,3,0,3
CLK3,3,0,3
CLMN,3,0,3
CLN3,3,0,3
CLN5,3,0,3
CLN6,3,0,3
CLN8,3,0,3
CLOCK,3,0,3
CLP1,3,0,3
CLPB,3,0,3
CLPP,3,0,3
CLPSL2,3,0,3
CLPTM1,3,0,3
CLPTM1L,3,0,3
CLPX,3,0,3
CLSPN,3,0,3
CLSTN2,3,0,3
CLTA,3,0,3
CLTCL1,3,0,3
CLU,3,0,3
CLUAP1,3,0,3
CLUH,3,0,3
CMPK2,3,0,3
CMSS1,3,0,3
CMTM1,3,0,3
CMTM3,3,0,3
CMTM4,3,0,3
CMTM8,3,0,3
CMTR1,3,0,3
CMTR2,3,0,3
CMYA5,3,0,3
CNDP2,3,0,3
CNEP1R1,3,0,3
CNIH1,3,119,122
CNIH2,3,0,3
CNKSR1,3,0,3
CNKSR2,3,0,3
CNKSR3,3,0,3
CNN3,3,0,3
CNNM2,3,0,3
CNNM3,3,0,3
CNNM4,3,0,3
CNOT1,3,0,3
CNOT11,3,0,3
CNOT2,3,0,3
CNOT6,3,0,3
CNOT6L,3,0,3
CNOT7,3,0,3
CNOT8,3,0,3
CNPPD1,3,0,3
CNPY1,3,0,3
CNPY2,3,0,3
CNPY4,3,0,3
CNST,3,0,3
CNTD1,3,13,16
CNTD2,3,0,3
CNTFR,3,0,3
CNTLN,3,0,3
CNTN1,3,0,3
CNTN4,3,0,3
CNTN5,3,0,3
CNTNAP2,3,0,3
CNTROB,3,7,10
COA1,3,0,3
COA4,3,0,3
COA6,3,0,3
COASY,3,0,3
COBL,3,0,3
COBLL1,3,0,3
COCH,3,0,3
COG1,3,0,3
COG2,3,0,3
COG4,3,0,3
COG7,3,0,3
COG8,3,0,3
COL11A1,3,0,3
COL11A2,3,8,11
COL12A1,3,0,3
COL14A1,3,0,3
COL1A2,3,0,3
COL22A1,3,0,3
COL24A1,3,0,3
COL25A1,3,0,3
COL27A1,3,0,3
COL2A1,3,0,3
COL4A4,3,0,3
COL4A5,3,0,3
COL8A2,3,0,3
COL9A1,3,0,3
COL9A2,3,0,3
COL9A3,3,13,16
COLEC11,3,0,3
COLEC12,3,0,3
COLGALT1,3,0,3
COMMD10,3,0,3
COMMD4,3,0,3
COMMD5,3,0,3
COMMD6,3,183,186
COMMD8,3,0,3
COMTD1,3,0,3
COPB2,3,0,3
COPE,3,0,3
COPG2,3,0,3
COPS3,3,25,28
COPS4,3,0,3
COPS6,3,0,3
COPS7B,3,0,3
COQ10A,3,0,3
COQ10B,3,0,3
COQ3,3,0,3
COQ6,3,0,3
COQ7,3,0,3
COQ9,3,0,3
CORO1A,3,0,3
CORO1B,3,0,3
CORO2A,3,0,3
COX11,3,0,3
COX14,3,0,3
COX16,3,0,3
COX17,3,0,3
COX18,3,0,3
COX19,3,0,3
COX20,3,0,3
COX4I1,3,0,3
COX5B,3,0,3
COX6B1,3,0,3
COX7C,3,0,3
COX8A,3,0,3
CPA1,3,0,3
CPAMD8,3,0,3
CPB2,3,5,8
CPE,3,0,3
CPEB2,3,0,3
CPEB3,3,0,3
CPEB4,3,0,3
CPM,3,0,3
CPN2,3,6,9
CPNE1,3,0,3
CPNE2,3,0,3
CPNE5,3,0,3
CPNE7,3,2,5
CPNE9,3,0,3
CPPED1,3,0,3
CPQ,3,0,3
CPSF2,3,0,3
CPSF3,3,0,3
CPSF7,3,0,3
CPT1A,3,0,3
CPT1B,3,0,3
CPT1C,3,0,3
CPTP,3,0,3
CRABP1,3,0,3
CRABP2,3,0,3
CRACR2A,3,0,3
CRAT,3,0,3
CRB1,3,0,3
CRBN,3,0,3
CRCP,3,0,3
CREB1,3,0,3
CREB3,3,0,3
CREB3L1,3,0,3
CREB3L4,3,0,3
CREBBP,3,0,3
CREBRF,3,0,3
CRHR1,3,0,3
CRIM1,3,0,3
CRIP1,3,0,3
CRIPT,3,0,3
CRISPLD1,3,8,11
CRK,3,0,3
CRKL,3,0,3
CRLF1,3,0,3
CRLS1,3,0,3
CRNKL1,3,0,3
CROCCP2,3,0,3
CROT,3,0,3
CRTAC1,3,0,3
CRTAP,3,0,3
CRTC2,3,0,3
CRY2,3,0,3
CRYAA,3,7,10
CRYAB,3,0,3
CRYGN,3,0,3
CRYL1,3,0,3
CRYM,3,0,3
CRYZL1,3,0,3
CSAD,3,0,3
CSE1L,3,0,3
CSGALNACT1,3,0,3
CSNK1A1,3,0,3
CSNK1D,3,0,3
CSNK1G1,3,0,3
CSNK1G2,3,29,32
CSNK1G3,3,0,3
CSNK2A2,3,0,3
CSPG5,3,0,3
CSPP1,3,0,3
CSRNP1,3,0,3
CSRNP2,3,0,3
CSRP1,3,0,3
CSRP2,3,0,3
CSRP3,3,0,3
CST3,3,0,3
CST6,3,0,3
CSTB,3,0,3
CSTF1,3,0,3
CSTF2,3,0,3
CSTF3,3,0,3
CT62,3,0,3
CTBP1,3,0,3
CTBP2,3,0,3
CTC1,3,0,3
CTCF,3,0,3
CTCFL,3,9,12
CTDNEP1,3,0,3
CTDP1,3,0,3
CTDSP1,3,0,3
CTDSP2,3,0,3
CTDSPL,3,0,3
CTDSPL2,3,0,3
CTF1,3,0,3
CTHRC1,3,0,3
CTNNA1,3,126,129
CTNNB1,3,70,73
CTNNBIP1,3,0,3
CTNNBL1,3,0,3
CTPS1,3,0,3
CTPS2,3,0,3
CTRB2,3,0,3
CTSD,3,0,3
CTSO,3,0,3
CTSV,3,0,3
CTTN,3,0,3
CTU1,3,0,3
CTU2,3,0,3
CUEDC1,3,0,3
CUL1,3,0,3
CUL2,3,0,3
CUL3,3,0,3
CUL4B,3,0,3
CUL5,3,0,3
CUL7,3,0,3
CUL9,3,27,30
CUTC,3,0,3
CUX1,3,0,3
CUX2,3,0,3
CWC15,3,0,3
CWC25,3,0,3
CWC27,3,0,3
CWF19L1,3,0,3
CWF19L2,3,0,3
CWH43,3,0,3
CX3CL1,3,0,3
CXCL1,3,0,3
CXCL12,3,0,3
CXCL14,3,0,3
CXCL2,3,0,3
CXCL3,3,0,3
CXCR4,3,0,3
CXorf21,3,0,3
CXorf40A,3,0,3
CXorf56,3,0,3
CXorf58,3,0,3
CXXC4,3,0,3
CXXC5,3,0,3
CYB561D2,3,0,3
CYB5A,3,0,3
CYB5D1,3,0,3
CYB5D2,3,0,3
CYB5R1,3,0,3
CYB5R2,3,0,3
CYB5R3,3,0,3
CYB5RL,3,0,3
CYBA,3,0,3
CYC1,3,0,3
CYCS,3,0,3
CYFIP1,3,0,3
CYFIP2,3,0,3
CYGB,3,0,3
CYLD,3,0,3
CYP11A1,3,0,3
CYP1B1,3,0,3
CYP20A1,3,0,3
CYP26C1,3,0,3
CYP2S1,3,0,3
CYP39A1,3,0,3
CYP46A1,3,0,3
CYP4V2,3,0,3
CYP7B1,3,0,3
CYS1,3,0,3
CYSRT1,3,0,3
CYSTM1,3,0,3
CYTH1,3,0,3
CYTH2,3,0,3
CYTH3,3,0,3
CYYR1,3,0,3
DAAM2,3,0,3
DACH1,3,0,3
DACT1,3,0,3
DACT3,3,0,3
DAD1,3,78,81
DAGLB,3,0,3
DALRD3,3,0,3
DAO,3,0,3
DAP3,3,0,3
DAPK2,3,0,3
DAPK3,3,0,3
DAW1,3,0,3
DAXX,3,0,3
DAZAP2,3,0,3
DBF4,3,0,3
DBN1,3,0,3
DBNDD2,3,0,3
DBNL,3,0,3
DBX1,3,0,3
DBX2,3,0,3
DCAF11,3,0,3
DCAF12,3,0,3
DCAF12L1,3,0,3
DCAF15,3,0,3
DCAF16,3,0,3
DCAF4,3,0,3
DCAF5,3,0,3
DCAF7,3,0,3
DCAKD,3,0,3
DCBLD1,3,0,3
DCDC1,3,0,3
DCHS2,3,0,3
DCK,3,0,3
DCLRE1A,3,0,3
DCLRE1B,3,0,3
DCP1A,3,0,3
DCP2,3,0,3
DCPS,3,0,3
DCTD,3,0,3
DCTN2,3,0,3
DCTN3,3,0,3
DCTN4,3,0,3
DCTN5,3,0,3
DCTN6,3,0,3
DCUN1D2,3,0,3
DCUN1D3,3,0,3
DCUN1D4,3,0,3
DCXR,3,0,3
DDA1,3,0,3
DDAH2,3,14,17
DDB2,3,0,3
DDHD2,3,0,3
DDI2,3,0,3
DDIAS,3,0,3
DDIT3,3,0,3
DDIT4,3,0,3
DDIT4L,3,0,3
DDO,3,0,3
DDOST,3,0,3
DDRGK1,3,0,3
DDX10,3,0,3
DDX19B,3,0,3
DDX21,3,229,232
DDX24,3,0,3
DDX27,3,96,99
DDX31,3,0,3
DDX39A,3,0,3
DDX39B,3,0,3
DDX3X,3,0,3
DDX46,3,0,3
DDX49,3,0,3
DDX5,3,0,3
DDX50,3,0,3
DDX51,3,0,3
DDX53,3,0,3
DDX55,3,0,3
DDX59,3,0,3
DDX6,3,17,20
DEAF1,3,0,3
DECR1,3,0,3
DEDD,3,0,3
DEDD2,3,0,3
DEF6,3,0,3
DEF8,3,0,3
DEGS1,3,0,3
DEGS2,3,0,3
DENND1A,3,0,3
DENND1B,3,0,3
DENND2C,3,0,3
DENND3,3,0,3
DENND4C,3,0,3
DENND5A,3,0,3
DENR,3,0,3
DEPDC7,3,0,3
DERL2,3,0,3
DESI2,3,0,3
DET1,3,0,3
DEXI,3,0,3
DFFB,3,0,3
DGAT1,3,0,3
DGAT2,3,0,3
DGCR2,3,0,3
DGCR6,3,0,3
DGCR6L,3,0,3
DGCR8,3,0,3
DGKA,3,0,3
DGKD,3,0,3
DGKE,3,0,3
DGKH,3,0,3
DGKI,3,0,3
DGKQ,3,0,3
DGKZ,3,0,3
DHCR24,3,0,3
DHCR7,3,0,3
DHDDS,3,0,3
DHDH,3,0,3
DHH,3,0,3
DHODH,3,0,3
DHPS,3,0,3
DHRS11,3,0,3
DHRS12,3,0,3
DHRS13,3,0,3
DHRS4,3,0,3
DHRS4L1,3,0,3
DHRS7B,3,0,3
DHX15,3,137,140
DHX30,3,0,3
DHX33,3,0,3
DHX35,3,0,3
DHX36,3,0,3
DHX37,3,0,3
DHX38,3,0,3
DHX40,3,0,3
DHX57,3,0,3
DHX8,3,0,3
DHX9,3,0,3
DIABLO,3,0,3
DIAPH1,3,0,3
DIAPH2,3,0,3
DIAPH3,3,0,3
DICER1,3,0,3
DIMT1,3,0,3
DIO3,3,2,5
DIP2A,3,0,3
DIP2C,3,0,3
DIRC3,3,0,3
DIS3,3,0,3
DIS3L,3,0,3
DIS3L2,3,63,66
DIXDC1,3,0,3
DKK1,3,0,3
DKK3,3,0,3
DKKL1,3,1,4
DLC1,3,0,3
DLD,3,0,3
DLEC1,3,0,3
DLEU1,3,0,3
DLEU2,3,0,3
DLEU7,3,0,3
DLG1,3,0,3
DLG3,3,0,3
DLG4,3,0,3
DLG5,3,0,3
DLGAP1,3,0,3
DLGAP3,3,0,3
DLGAP4,3,0,3
DLK1,3,0,3
DLK2,3,0,3
DLL1,3,0,3
DLL3,3,0,3
DLL4,3,0,3
DLST,3,0,3
DLX1,3,0,3
DLX2,3,0,3
DLX4,3,0,3
DMC1,3,0,3
DMD,3,0,3
DMGDH,3,0,3
DMKN,3,0,3
DMPK,3,0,3
DMRTA1,3,0,3
DMRTA2,3,2,5
DMRTC2,3,0,3
DMTF1,3,0,3
DMXL2,3,0,3
DNA2,3,0,3
DNAAF1,3,0,3
DNAAF2,3,0,3
DNAH10,3,0,3
DNAH11,3,0,3
DNAH2,3,0,3
DNAH3,3,0,3
DNAI1,3,0,3
DNAJA1,3,0,3
DNAJA4,3,0,3
DNAJB1,3,0,3
DNAJB6,3,105,108
DNAJB8,3,0,3
DNAJB9,3,0,3
DNAJC11,3,0,3
DNAJC13,3,0,3
DNAJC17,3,0,3
DNAJC19,3,0,3
DNAJC22,3,0,3
DNAJC24,3,0,3
DNAJC25,3,0,3
DNAJC28,3,0,3
DNAJC30,3,0,3
DNAJC5,3,0,3
DNAJC6,3,0,3
DNAJC7,3,0,3
DNAJC8,3,0,3
DNAJC9,3,0,3
DNALI1,3,0,3
DNASE1L1,3,0,3
DNASE1L2,3,0,3
DNASE2,3,0,3
DND1,3,0,3
DNHD1,3,73,76
DNLZ,3,0,3
DNM1P46,3,0,3
DNMBP,3,0,3
DNMT3A,3,0,3
DNMT3B,3,0,3
DNPEP,3,0,3
DOC2A,3,0,3
DOCK1,3,0,3
DOCK6,3,0,3
DOCK7,3,0,3
DOCK9,3,0,3
DOHH,3,0,3
DOK1,3,0,3
DOK3,3,0,3
DOK4,3,0,3
DOK5,3,0,3
DOK6,3,0,3
DOK7,3,0,3
DOLK,3,0,3
DONSON,3,0,3
DOT1L,3,0,3
DPAGT1,3,0,3
DPEP1,3,0,3
DPEP3,3,8,11
DPF1,3,0,3
DPH1,3,0,3
DPH2,3,0,3
DPH6,3,0,3
DPH7,3,0,3
DPM1,3,0,3
DPM3,3,0,3
DPP10,3,0,3
DPP6,3,0,3
DPP7,3,0,3
DPP9,3,120,123
DPPA2,3,0,3
DPPA5,3,0,3
DPY19L1,3,0,3
DPY19L2,3,0,3
DPY19L2P2,3,0,3
DPY19L2P4,3,0,3
DPY19L3,3,0,3
DPY19L4,3,0,3
DPY30,3,109,112
DPYSL2,3,0,3
DPYSL3,3,0,3
DPYSL5,3,0,3
DRAP1,3,0,3
DRAXIN,3,0,3
DRC1,3,0,3
DRD2,3,0,3
DRD4,3,0,3
DRD5,3,0,3
DRG2,3,27,30
DROSHA,3,0,3
DSC3,3,0,3
DSCAM,3,0,3
DSCAML1,3,0,3
DSCC1,3,0,3
DSE,3,0,3
DSN1,3,0,3
DSTYK,3,0,3
DTD1,3,0,3
DTD2,3,0,3
DTNA,3,0,3
DTNB,3,60,63
DTNBP1,3,0,3
DTWD1,3,0,3
DTWD2,3,0,3
DTX1,3,0,3
DTX3L,3,0,3
DTX4,3,0,3
DTYMK,3,0,3
DUOX1,3,0,3
DUOX2,3,0,3
DUOXA1,3,0,3
DUS1L,3,0,3
DUS2,3,0,3
DUSP1,3,0,3
DUSP10,3,0,3
DUSP11,3,100,103
DUSP12,3,0,3
DUSP13,3,0,3
DUSP15,3,0,3
DUSP16,3,0,3
DUSP2,3,0,3
DUSP22,3,0,3
DUSP23,3,0,3
DUSP3,3,0,3
DUSP4,3,0,3
DUSP5,3,0,3
DUSP7,3,0,3
DUSP8,3,0,3
DUSP9,3,0,3
DUT,3,0,3
DVL3,3,0,3
DXO,3,0,3
DYNC1H1,3,0,3
DYNC1I2,3,0,3
DYNC1LI2,3,0,3
DYNLL1,3,40,43
DYNLRB2,3,0,3
DYNLT1,3,0,3
DYRK1A,3,0,3
DYRK2,3,0,3
DYRK3,3,0,3
DZANK1,3,0,3
DZIP1L,3,0,3
DZIP3,3,0,3
E2F2,3,0,3
E2F5,3,0,3
E2F6,3,0,3
E2F7,3,0,3
E2F8,3,0,3
EAF1,3,0,3
EARS2,3,0,3
EBAG9,3,0,3
EBNA1BP2,3,0,3
EBPL,3,0,3
ECD,3,0,3
ECE1,3,0,3
ECEL1,3,10,13
ECHDC3,3,0,3
ECHS1,3,0,3
ECI2,3,0,3
ECSIT,3,0,3
ECT2,3,0,3
ECT2L,3,0,3
EDARADD,3,0,3
EDEM1,3,0,3
EDEM2,3,0,3
EDIL3,3,0,3
EDN1,3,0,3
EDRF1,3,0,3
EEA1,3,0,3
EEF1A1,3,0,3
EEF1A2,3,0,3
EEF1B2,3,179,182
EEF1D,3,0,3
EEF1DP3,3,0,3
EEF1E1,3,0,3
EEF1G,3,36,39
EEF2,3,0,3
EFCAB12,3,35,38
EFCAB13,3,2,5
EFCAB14,3,0,3
EFCAB6,3,0,3
EFCC1,3,0,3
EFEMP2,3,0,3
EFHC1,3,0,3
EFHD2,3,0,3
EFNA2,3,0,3
EFNA3,3,0,3
EFNA5,3,0,3
EFNB2,3,0,3
EFNB3,3,0,3
EFR3A,3,0,3
EFS,3,0,3
EFTUD2,3,0,3
EGFL7,3,0,3
EGFR,3,0,3
EGLN2,3,0,3
EGLN3,3,0,3
EGR1,3,0,3
EGR3,3,0,3
EGR4,3,0,3
EHD3,3,0,3
EHD4,3,0,3
EHHADH,3,0,3
EHMT1,3,0,3
EI24,3,0,3
EID1,3,0,3
EIF1B,3,0,3
EIF2A,3,0,3
EIF2AK2,3,0,3
EIF2AK4,3,0,3
EIF2B2,3,0,3
EIF2B4,3,0,3
EIF2S1,3,0,3
EIF2S2,3,0,3
EIF2S3,3,0,3
EIF3D,3,0,3
EIF3G,3,0,3
EIF3I,3,0,3
EIF3J,3,0,3
EIF3K,3,0,3
EIF3L,3,128,131
EIF4A1,3,128,131
EIF4A3,3,82,85
EIF4B,3,0,3
EIF4E1B,3,0,3
EIF4E2,3,0,3
EIF4E3,3,0,3
EIF4EBP1,3,0,3
EIF4EBP2,3,0,3
EIF4EBP3,3,0,3
EIF4ENIF1,3,89,92
EIF4G2,3,151,154
EIF4G3,3,0,3
EIF4H,3,0,3
EIF5,3,58,61
EIF5A,3,0,3
EIF5A2,3,0,3
EIF6,3,0,3
ELAC1,3,0,3
ELAC2,3,0,3
ELAVL1,3,0,3
ELK3,3,0,3
ELL,3,0,3
ELL2,3,0,3
ELMO3,3,0,3
ELMOD1,3,0,3
ELMOD3,3,0,3
ELMSAN1,3,0,3
ELN,3,0,3
ELOF1,3,0,3
ELOVL1,3,0,3
ELOVL2,3,0,3
ELOVL4,3,0,3
ELOVL5,3,0,3
ELOVL6,3,0,3
ELP2,3,0,3
ELP3,3,0,3
ELP5,3,0,3
ELP6,3,0,3
EMC1,3,0,3
EMC10,3,0,3
EMC4,3,58,61
EMC6,3,0,3
EMC7,3,0,3
EMC8,3,0,3
EMD,3,0,3
EME2,3,0,3
EMID1,3,0,3
EML1,3,0,3
EML5,3,0,3
EML6,3,0,3
EMP2,3,0,3
EMP3,3,0,3
EMX1,3,0,3
EMX2OS,3,0,3
ENAH,3,0,3
ENC1,3,0,3
ENDOD1,3,0,3
ENDOV,3,0,3
ENGASE,3,0,3
ENKD1,3,0,3
ENO1,3,0,3
ENO2,3,0,3
ENO4,3,0,3
ENOPH1,3,0,3
ENOSF1,3,0,3
ENOX1,3,0,3
ENPP1,3,0,3
ENPP4,3,0,3
ENPP5,3,0,3
ENSA,3,0,3
ENTHD1,3,0,3
ENTPD1,3,0,3
ENTPD2,3,0,3
ENTPD3,3,0,3
ENTPD5,3,67,70
ENTPD6,3,0,3
ENTPD7,3,0,3
ENTPD8,3,0,3
ENY2,3,0,3
EOGT,3,0,3
EOMES,3,0,3
EP300,3,0,3
EP400,3,0,3
EP400NL,3,0,3
EPAS1,3,0,3
EPB41,3,0,3
EPB41L1,3,0,3
EPB41L4A,3,0,3
EPB41L4B,3,0,3
EPB41L5,3,0,3
EPC1,3,0,3
EPC2,3,0,3
EPDR1,3,0,3
EPG5,3,45,48
EPHA1,3,0,3
EPHA2,3,0,3
EPHA4,3,0,3
EPHA5,3,0,3
EPHA6,3,0,3
EPHA7,3,0,3
EPHA8,3,0,3
EPHB2,3,0,3
EPHB3,3,0,3
EPHB6,3,0,3
EPHX2,3,0,3
EPM2A,3,0,3
EPS15L1,3,0,3
EPS8L2,3,0,3
ERAP1,3,0,3
ERAS,3,1,4
ERBB2,3,0,3
ERBB4,3,0,3
ERCC1,3,0,3
ERCC2,3,0,3
ERCC4,3,0,3
ERCC5,3,0,3
ERCC8,3,0,3
EREG,3,0,3
ERF,3,0,3
ERGIC3,3,57,60
ERI2,3,0,3
ERICH1,3,0,3
ERICH6,3,0,3
ERLIN1,3,0,3
ERLIN2,3,0,3
ERMARD,3,0,3
ERMP1,3,0,3
ERN1,3,0,3
ERN2,3,0,3
ERP29,3,0,3
ERP44,3,0,3
ERRFI1,3,0,3
ERVFRD-1,3,0,3
ESD,3,0,3
ESPL1,3,0,3
ESPN,3,0,3
ESR2,3,0,3
ESRP2,3,0,3
ESRRA,3,0,3
ESRRG,3,0,3
ESYT2,3,0,3
ETFA,3,0,3
ETFB,3,0,3
ETFDH,3,0,3
ETHE1,3,0,3
ETNK1,3,0,3
ETNK2,3,0,3
ETS2,3,0,3
ETV1,3,0,3
ETV3,3,0,3
ETV4,3,0,3
ETV5,3,0,3
ETV6,3,0,3
ETV7,3,0,3
EVA1B,3,0,3
EVA1C,3,0,3
EVC2,3,0,3
EWSR1,3,0,3
EXD1,3,0,3
EXD2,3,0,3
EXD3,3,0,3
EXO1,3,0,3
EXO5,3,0,3
EXOC1,3,0,3
EXOC2,3,0,3
EXOC3,3,0,3
EXOC3L2,3,0,3
EXOC5,3,0,3
EXOC6,3,0,3
EXOG,3,0,3
EXOSC1,3,95,98
EXOSC3,3,0,3
EXOSC4,3,0,3
EXOSC5,3,0,3
EXOSC7,3,0,3
EXT1,3,0,3
EXT2,3,0,3
EXTL2,3,0,3
EXTL3,3,0,3
EYA3,3,0,3
EZH2,3,0,3
EZR,3,0,3
F10,3,0,3
F2R,3,0,3
F2RL3,3,0,3
FAAH,3,0,3
FABP5,3,0,3
FADD,3,0,3
FADS1,3,0,3
FADS2,3,0,3
FADS3,3,0,3
FAF1,3,0,3
FAHD2B,3,0,3
FAIM,3,0,3
FAM104A,3,0,3
FAM104B,3,0,3
FAM107B,3,0,3
FAM110A,3,0,3
FAM110B,3,0,3
FAM111A,3,0,3
FAM114A1,3,0,3
FAM117A,3,0,3
FAM117B,3,0,3
FAM118A,3,0,3
FAM118B,3,0,3
FAM120A,3,0,3
FAM120C,3,0,3
FAM124A,3,0,3
FAM131A,3,0,3
FAM131B,3,0,3
FAM131C,3,0,3
FAM133DP,3,0,3
FAM135B,3,2,5
FAM13C,3,0,3
FAM149A,3,0,3
FAM149B1,3,0,3
FAM151B,3,0,3
FAM160A2,3,0,3
FAM160B1,3,0,3
FAM161B,3,0,3
FAM163A,3,0,3
FAM166A,3,0,3
FAM166B,3,0,3
FAM168A,3,0,3
FAM168B,3,0,3
FAM169A,3,0,3
FAM171A1,3,0,3
FAM171A2,3,0,3
FAM171B,3,0,3
FAM172A,3,0,3
